,ownerOfSeal,label_clean,length,印,章,之印,之章,私印,印信,考藏印,藏书印,藏书之印,书画印,图书印
502,董邦达,是达也,3,,,,,,,,,,,
503,岑槠,甘泉岑氏藏石,6,,,,,,,,,,,
504,榭稚柳,鱼饮溪堂,4,,,,,,,,,,,
505,余任天,学以养生,4,,,,,,,,,,,
506,翁方纲,字正三号彝斋,6,,,,,,,,,,,
507,任预,立凡,2,,,,,,,,,,,
508,陆恢,廉夫书画,4,,,,,,,,,,,
509,王铎,娄络亭印,4,1,,,,,,,,,,
510,曹溶,洁躬,2,,,,,,,,,,,
511,陈铣,陈铣,2,,,,,,,,,,,
512,谢时臣,樗仙,2,,,,,,,,,,,
513,徐悲鸿,生于忧患,4,,,,,,,,,,,
514,汪士钟,汪士钟藏,4,,,,,,,,,,,
515,汪士慎,逃禅煮石之间,6,,,,,,,,,,,
516,贺天健,贺天健诗书画,6,,,,,,,,,,,
517,范守和,壬辰范叔,4,,,,,,,,,,,
518,王腰,福庵所作,4,,,,,,,,,,,
519,刘海粟,刘海粟,3,,,,,,,,,,,
520,翁同龢,龢,1,,,,,,,,,,,
521,翁方纲,文渊阁校理印,6,1,,,,,,,,,,
522,高其佩,佩韦,2,,,,,,,,,,,
523,莫友芝,友芝私印,4,1,,,,1,,,,,,
524,陈鸿寿,恭寿,2,,,,,,,,,,,
525,王一亭,白龙山人,4,,,,,,,,,,,
526,齐白石,半聋,2,,,,,,,,,,,
527,吴待秋,吴待秋,3,,,,,,,,,,,
528,吕凤子,阿凤,2,,,,,,,,,,,
529,姚燮,姚燮私印,4,1,,,,1,,,,,,
530,金城,北楼所作,4,,,,,,,,,,,
531,鲍廷博,天都鲍氏困学斋图籍,9,,,,,,,,,,,
532,赵之谦,二金蝶堂,4,,,,,,,,,,,
533,包栋,半窗华雨,4,,,,,,,,,,,
534,叶德辉,丽楼珍藏,4,,,,,,,,,,,
535,董诰,心画,2,,,,,,,,,,,
536,吴湖帆,倩盦画记,4,,,,,,,,,,,
537,傅抱石,往往醉后,4,,,,,,,,,,,
538,王腰,我心安得如石顽,7,,,,,,,,,,,
539,宁斧成,人在赤强,4,,,,,,,,,,,
540,张廷济,学博士印,4,1,,,,,,,,,,
541,赵之谦,会稽赵氏双勾本印记,9,,,,,,,,,,,
542,俞旦,伯惠,2,,,,,,,,,,,
543,方亨咸,邵邨,2,,,,,,,,,,,
544,袁廷檮,一字绶阶,4,,,,,,,,,,,
545,沈子丞,淳然,2,,,,,,,,,,,
546,方士庶,臣庶,2,,,,,,,,,,,
547,汪文琛,文琛,2,,,,,,,,,,,
548,寿石工,寿长君,3,,,,,,,,,,,
549,吴昌硕,芜青亭长饭青芜室主人,10,,,,,,,,,,,
550,顾廷龙,顾廷龙印,4,1,,,,,,,,,,
551,吴骞,漫叟,2,,,,,,,,,,,
552,黄胄,映斋,2,,,,,,,,,,,
553,毕泷,广堪斋毕氏藏,6,,,,,,,,,,,
554,岑槠,仲陶,2,,,,,,,,,,,
555,任预,立凡,2,,,,,,,,,,,
556,伊秉绶,都官,2,,,,,,,,,,,
557,沈曾植,沈曾植印,4,1,,,,,,,,,,
558,贺天健,天健,2,,,,,,,,,,,
559,黄胄,蠡县梁氏,4,,,,,,,,,,,
560,齐白石,佩铃人,3,,,,,,,,,,,
561,范大澈,句章灌园叟,5,,,,,,,,,,,
562,顾麟士,鹤逸,2,,,,,,,,,,,
563,沈颢,石天,2,,,,,,,,,,,
564,毛表,毛表之印,4,1,,1,,,,,,,,
565,汪文柏,汪季青审定墨宝,7,,,,,,,,,,,
566,陆治,陆治之印,4,1,,1,,,,,,,,
567,伊秉绶,古欢,2,,,,,,,,,,,
568,顾鹤庆,敦义堂,3,,,,,,,,,,,
569,陈鸿寿,夹谷亭长,4,,,,,,,,,,,
570,陈鸿寿,陈鸿寿印,4,1,,,,,,,,,,
571,狄学耕,嗜好与俗殊酸咸,7,,,,,,,,,,,
572,董邦达,东山,2,,,,,,,,,,,
573,张复,元春,2,,,,,,,,,,,
574,葛家修,家修私印,4,1,,,,1,,,,,,
575,伍元蕙,南雪道人,4,,,,,,,,,,,
576,李普同,普同长年,4,,,,,,,,,,,
577,陆心源,归安陆心源审定,7,,,,,,,,,,,
578,文俶,文俶,2,,,,,,,,,,,
579,唐云,大石居士,4,,,,,,,,,,,
580,韩登安,钱唐韩竞字登安印信,9,,,,,,1,,,,,
581,吴湖帆,吴湖帆印,4,1,,,,,,,,,,
582,蓝瑛,蓝瑛之印,4,1,,1,,,,,,,,
583,蓝瑛,蓝瑛之印,4,1,,1,,,,,,,,
584,程嘉燧,程嘉遂印,4,1,,,,,,,,,,
585,张伯英,东涯,2,,,,,,,,,,,
586,周沧米,昌米,2,,,,,,,,,,,
587,杨善深,善深,2,,,,,,,,,,,
588,翁方纲,秘阁校理,4,,,,,,,,,,,
589,赵之谦,臣之谦,3,,,,,,,,,,,
590,华岩,华喦,2,,,,,,,,,,,
591,华岩,东园生,3,,,,,,,,,,,
592,王个喉,王个簃印,4,1,,,,,,,,,,
593,程庭鹭,十年长梦采华芝,7,,,,,,,,,,,
594,曹贞秀,墨琴,2,,,,,,,,,,,
595,毛晋,毛晋私印,4,1,,,,1,,,,,,
596,项元汴,项子京家珍藏,6,,,,,,,,,,,
597,程正揆,端伯,2,,,,,,,,,,,
598,朱复戡,新岁生,3,,,,,,,,,,,
599,谢稚柳,谢稚柳,3,,,,,,,,,,,
600,王铎,太史友,3,,,,,,,,,,,
601,梅清,梅清印,3,1,,,,,,,,,,
602,王士禛,阮亭,2,,,,,,,,,,,
603,王一亭,白龙山人,4,,,,,,,,,,,
604,郭尚先,兰石氏,3,,,,,,,,,,,
605,王腰,糜研斋,3,,,,,,,,,,,
606,榭稚柳,谢稚,2,,,,,,,,,,,
607,李叔同,李息,2,,,,,,,,,,,
608,任率英,己巳,2,,,,,,,,,,,
609,余任天,梅溪余韵,4,,,,,,,,,,,
610,张大千,人间乞食,4,,,,,,,,,,,
611,李可染,李,1,,,,,,,,,,,
612,王森然,无数青山拜草庐主人,9,,,,,,,,,,,
613,笪重光,江上,2,,,,,,,,,,,
614,顾廷龙,顾廷龙,3,,,,,,,,,,,
615,丰子恺,石门丰氏,4,,,,,,,,,,,
616,谢稚柳,谢稚柳,3,,,,,,,,,,,
617,沈颢,朗臞,2,,,,,,,,,,,
618,江寒汀,江荻私印,4,1,,,,1,,,,,,
619,谢时臣,樗仙,2,,,,,,,,,,,
620,白蕉,白蕉,2,,,,,,,,,,,
621,李可染,李,1,,,,,,,,,,,
622,陆时化,听松居士,4,,,,,,,,,,,
623,寿石工,珏厂之诗,4,,,,,,,,,,,
624,张大千,老弃敦煌,4,,,,,,,,,,,
625,傅抱石,抱石,2,,,,,,,,,,,
626,萧蜕庵,罪松老人,4,,,,,,,,,,,
627,朱屺瞻,朱,1,,,,,,,,,,,
628,程庭鹭,小松圆阁,4,,,,,,,,,,,
629,马公愚,断桥残雪,4,,,,,,,,,,,
630,爱新觉罗永瑆,皇十一子永瑆鉴赏古书真迹珍藏之印,16,1,,1,,,,,,,,
631,张大千,还我读书眼,5,,,,,,,,,,,
632,梅清,烟云过眼楼,5,,,,,,,,,,,
633,沈树镛,沈均初收藏印,6,1,,,,,,,,,,
634,吴云,二百兰亭斋所藏书画印,10,1,,,,,,,,,1,
635,杨以增,瀛海僊班,4,,,,,,,,,,,
636,唐云,秋药翁,3,,,,,,,,,,,
637,谢时臣,谢时臣字樗仙,6,,,,,,,,,,,
638,张大壮,大壮,2,,,,,,,,,,,
639,文从简,从简之印,4,1,,1,,,,,,,,
640,华岩,放浪山水,4,,,,,,,,,,,
641,童大年,童大年印,4,1,,,,,,,,,,
642,梅清,瞿硎,2,,,,,,,,,,,
643,陆俨少,陆氏,2,,,,,,,,,,,
644,潘祖荫,八求精舍,4,,,,,,,,,,,
645,孔宪瑶,宪瑶之印,4,1,,1,,,,,,,,
646,钱君匋,君匋,2,,,,,,,,,,,
647,丁丙,八千卷楼所藏,6,,,,,,,,,,,
648,张宗祥,张宗祥印,4,1,,,,,,,,,,
649,伊秉绶,所谓伊人,4,,,,,,,,,,,
650,朱彝尊,竹垞,2,,,,,,,,,,,
651,蒲华,作英,2,,,,,,,,,,,
652,孔宪瑶,臣宪瑶印,4,1,,,,,,,,,,
653,汪士慎,士慎,2,,,,,,,,,,,
654,罗振玉,雪堂手拓,4,,,,,,,,,,,
655,余任天,余任天印,4,1,,,,,,,,,,
656,张宗祥,铁如意馆,4,,,,,,,,,,,
657,张大千,丁巳,2,,,,,,,,,,,
658,谢稚柳,谢,1,,,,,,,,,,,
659,朱昌燕,衎庐文稿,4,,,,,,,,,,,
660,潘天寿,未能陈言务去,6,,,,,,,,,,,
661,汪恭,松罗山樵,4,,,,,,,,,,,
662,华岩,离垢,2,,,,,,,,,,,
663,乔大壮,戢翁,2,,,,,,,,,,,
664,鲍廷博,御赐清爱堂,5,,,,,,,,,,,
665,张金吾,张金吾藏,4,,,,,,,,,,,
666,伊秉绶,六十后书,4,,,,,,,,,,,
667,张大千,大千眼底,4,,,,,,,,,,,
668,沈树镛,沈树镛印,4,1,,,,,,,,,,
669,达受,天平玉佛庵,5,,,,,,,,,,,
670,榭稚柳,稚柳,2,,,,,,,,,,,
671,吴骞,后富春轩,4,,,,,,,,,,,
672,吴湖帆,三风阙,3,,,,,,,,,,,
673,宋文治,九十年代,4,,,,,,,,,,,
674,法若真,归去来兮东山之阿,8,,,,,,,,,,,
675,张之洞,之洞审定,4,,,,,,,,,,,
676,齐白石,年九十,3,,,,,,,,,,,
677,蔡嘉,松原,2,,,,,,,,,,,
678,沈尹默,沈尹默印,4,1,,,,,,,,,,
679,齐白石,净乐无恙,4,,,,,,,,,,,
680,杨绍和,彦合,2,,,,,,,,,,,
681,潘仕成,德畲墨缘,4,,,,,,,,,,,
682,傅抱石,抱石斋,3,,,,,,,,,,,
683,沈尹默,尹默,2,,,,,,,,,,,
684,毛褒,毛褒之印,4,1,,1,,,,,,,,
685,王腰,王禔,2,,,,,,,,,,,
686,陶湘,涉园,2,,,,,,,,,,,
687,马一浮,蠲戏老人,4,,,,,,,,,,,
688,王腰,乙丑闰月望是我再生辰,10,,,,,,,,,,,
689,陈淳,大姚,2,,,,,,,,,,,
690,姚燮,复翁,2,,,,,,,,,,,
691,蓝瑛,蓝瑛,2,,,,,,,,,,,
692,姜宸英,宸英,2,,,,,,,,,,,
693,高濂,五岳贞形,4,,,,,,,,,,,
694,伍元蕙,伍,1,,,,,,,,,,,
695,查昇,一字仲韦,4,,,,,,,,,,,
696,范钦,范钦私印,4,1,,,,1,,,,,,
697,毛表,汲古後人,4,,,,,,,,,,,
698,郭味蕖,郭味蕖印,4,1,,,,,,,,,,
699,王腰,王禔私印,4,1,,,,1,,,,,,
700,谢稚柳,乌衣,2,,,,,,,,,,,
701,翁方纲,宝苏室,3,,,,,,,,,,,
702,汪士慎,一生心事为华忙,7,,,,,,,,,,,
703,陶湘,武进陶湘,4,,,,,,,,,,,
704,李可染,师牛堂,3,,,,,,,,,,,
705,来楚生,一枝,2,,,,,,,,,,,
706,孟光涛,光涛写生,4,,,,,,,,,,,
707,李苦禅,李氏苦禅,4,,,,,,,,,,,
708,文俶,端操有踪幽闲有容,8,,,,,,,,,,,
709,孙星衍,孙星衍印,4,1,,,,,,,,,,
710,笪重光,笪在辛氏,4,,,,,,,,,,,
711,陈半丁,年年长自清,5,,,,,,,,,,,
712,吴昌硕,缶道人,3,,,,,,,,,,,
713,周沧米,蒲溪伐上,4,,,,,,,,,,,
714,汪统,潜龙,2,,,,,,,,,,,
715,钱镜塘,钱镜塘藏,4,,,,,,,,,,,
716,许麟庐,许麟庐,3,,,,,,,,,,,
717,黄丕烈,平江黄氏图书,6,,,,,,,,,,,
718,范守和,范叔,2,,,,,,,,,,,
719,翁方纲,三任广东学政,6,,,,,,,,,,,
720,寿石工,寿,1,,,,,,,,,,,
721,谢时臣,虎丘山人,4,,,,,,,,,,,
722,孙星衍,孙忠愍侯祠堂藏书记,9,,,,,,,,,,,
723,何海霞,海霞,2,,,,,,,,,,,
724,潘天寿,止止室,3,,,,,,,,,,,
725,齐白石,苹翁叹赏,4,,,,,,,,,,,
726,张辛稼,辛稼,2,,,,,,,,,,,
727,朱屺瞻,朱屺瞻,3,,,,,,,,,,,
728,寿石工,寿鈢,2,,,,,,,,,,,
729,方士庶,方洵远,3,,,,,,,,,,,
730,齐白石,中国长沙湘潭人也,8,,,,,,,,,,,
731,边寿民,寿民,2,,,,,,,,,,,
732,齐白石,苹翁,2,,,,,,,,,,,
733,岑槠,仲陶所得石墨,6,,,,,,,,,,,
734,岑槠,镕印,2,1,,,,,,,,,,
735,毛扆,斧季,2,,,,,,,,,,,
736,顾麟士,元和顾六,4,,,,,,,,,,,
737,沈子丞,沈押,2,,,,,,,,,,,
738,黄丕烈,宋廛一翁,4,,,,,,,,,,,
739,邹一桂,偶然,2,,,,,,,,,,,
740,谢稚柳,谢稚,2,,,,,,,,,,,
741,榭稚柳,苦篁斋,3,,,,,,,,,,,
742,王个喉,启之,2,,,,,,,,,,,
743,毛表,叔郑後裔,4,,,,,,,,,,,
744,吴焯,手典山川,4,,,,,,,,,,,
745,张大千,三千,2,,,,,,,,,,,
746,张燮,一种心勤是读书,7,,,,,,,,,,,
747,查昇,云亭,2,,,,,,,,,,,
748,王腰,我本迂疏落拓人,7,,,,,,,,,,,
749,文从简,文从简印,4,1,,,,,,,,,,
750,寿石工,縆冰瑟高,4,,,,,,,,,,,
751,方亨咸,邵邨,2,,,,,,,,,,,
752,唐云,唐云图书,4,,,,,,,,,,,
753,袁克文,皕宋书藏主人廿九岁小景,11,,,,,,,,,,,
754,汪士慎,七峰,2,,,,,,,,,,,
755,费丹旭,子苕,2,,,,,,,,,,,
756,毕泷,泷,1,,,,,,,,,,,
757,梅清,瞿山人,3,,,,,,,,,,,
758,陈洪绶,章侯,2,,,,,,,,,,,
759,田世光,公炜,2,,,,,,,,,,,
760,李可染,在精微,3,,,,,,,,,,,
761,贺天健,贺天健,3,,,,,,,,,,,
762,贺天健,贺天健,3,,,,,,,,,,,
763,黄绍宪,季度,2,,,,,,,,,,,
764,叶德辉,丽楼主人,4,,,,,,,,,,,
765,任预,任预之印,4,1,,1,,,,,,,,
766,程庭鹭,序伯心藏,4,,,,,,,,,,,
767,江孝昭,天是鹤家乡,5,,,,,,,,,,,
768,乔大壮,少年行路今头白,7,,,,,,,,,,,
769,缪荃孙,云自在堪,4,,,,,,,,,,,
770,齐白石,木居士记,4,,,,,,,,,,,
771,吴鼒,山尊,2,,,,,,,,,,,
772,袁廷檮,袁又恺藏书,5,,,,,,,,,,,
773,杨保彝,陶南布衣,4,,,,,,,,,,,
774,谢稚柳,巨鹿园,3,,,,,,,,,,,
775,钱君匋,君匋私印,4,1,,,,1,,,,,,
776,徐悲鸿,东海王孙,4,,,,,,,,,,,
777,程桢义,程心柏藏,4,,,,,,,,,,,
778,来楚生,然犀,2,,,,,,,,,,,
779,陈撰,冷香飞上诗句,6,,,,,,,,,,,
780,齐白石,褦襶痴,3,,,,,,,,,,,
781,黄慎,黄慎字恭寿,5,,,,,,,,,,,
782,翁方纲,覃溪,2,,,,,,,,,,,
783,沈树镛,一心抱区区,5,,,,,,,,,,,
784,江寒汀,荻舫,2,,,,,,,,,,,
785,乔大壮,曾劬,2,,,,,,,,,,,
786,蓝瑛,蓝瑛之印,4,1,,1,,,,,,,,
787,张大千,张爰之印信,5,,,,,,1,,,,,
788,倪田,宝田之印,4,1,,1,,,,,,,,
789,伍元蕙,伍氏澄观阁书画之印,9,1,,1,,,,,,,,
790,李可染,可染,2,,,,,,,,,,,
791,榭稚柳,谢稚柳,3,,,,,,,,,,,
792,汪恭,寿源小隐,4,,,,,,,,,,,
793,叶恭绰,叶恭绰印,4,1,,,,,,,,,,
794,梅清,游云,2,,,,,,,,,,,
795,贺天健,贺天健印,4,1,,,,,,,,,,
796,程嘉燧,程嘉燧印,4,1,,,,,,,,,,
797,宁斧成,斧翁指画,4,,,,,,,,,,,
798,范守和,老夫平生好奇古,7,,,,,,,,,,,
799,寿石工,客里依然清吏,6,,,,,,,,,,,
800,张伯英,张伯英印,4,1,,,,,,,,,,
801,李普同,静观,2,,,,,,,,,,,
802,董诰,臣诰,2,,,,,,,,,,,
803,陆恢,狷盦,2,,,,,,,,,,,
804,李叔同,哀公,2,,,,,,,,,,,
805,齐白石,平,1,,,,,,,,,,,
806,程嘉燧,程嘉燧印,4,1,,,,,,,,,,
807,华岩,华喦,2,,,,,,,,,,,
808,吴湖帆,湖帆,2,,,,,,,,,,,
809,边寿民,边颐公,3,,,,,,,,,,,
810,贺天健,天健诗书画记,6,,,,,,,,,,,
811,钱松喦,顽石楼,3,,,,,,,,,,,
812,潘仕成,德翁秘笈赏心之品,8,,,,,,,,,,,
813,黄丕烈,荛夫,2,,,,,,,,,,,
814,爱新觉罗·弘历,稽古右文之玺,6,,,,,,,,,,,
815,汪士慎,汪近人,3,,,,,,,,,,,
816,王腰,福厂,2,,,,,,,,,,,
817,罗振玉,振玉印信,4,,,,,,1,,,,,
818,高其佩,一时游戏,4,,,,,,,,,,,
819,袁克文,克文与梅真夫人同赏,9,,,,,,,,,,,
820,董诰,董诰,2,,,,,,,,,,,
821,吴荣光,伯荣审定,4,,,,,,,,,,,
822,金城,金绍城印,4,1,,,,,,,,,,
823,齐白石,木公,2,,,,,,,,,,,
824,吴昌硕,湖州安吉县门与白云齐,10,,,,,,,,,,,
825,宫尔铎,怀远宫氏思无邪斋珍藏,10,,,,,,,,,,,
826,汪恭,汪氏恭寿,4,,,,,,,,,,,
827,高其佩,其佩,2,,,,,,,,,,,
828,寿石工,寿长君,3,,,,,,,,,,,
829,余任天,劲陗山房,4,,,,,,,,,,,
830,宋文治,娄江文治,4,,,,,,,,,,,
831,蓝瑛,梦道人,3,,,,,,,,,,,
832,赵之谦,赵之谦印,4,1,,,,,,,,,,
833,陈衡恪,无恙,2,,,,,,,,,,,
834,翁方纲,覃溪,2,,,,,,,,,,,
835,郭传璋,待到山花烂漫时,7,,,,,,,,,,,
836,唐云,唐云,2,,,,,,,,,,,
837,唐云,敝帚,2,,,,,,,,,,,
838,阮元,节性斋老人,5,,,,,,,,,,,
839,徐渭仁,徐紫珊秘箧印,6,1,,,,,,,,,,
840,瞿镛,子雍金石,4,,,,,,,,,,,
841,石鲁,石鲁,2,,,,,,,,,,,
842,邓尔雅,邓斋所藏,4,,,,,,,,,,,
843,,小玲珑山馆,5,,,,,,,,,,,
844,徐枋,涧上草堂,4,,,,,,,,,,,
845,陈半丁,难得糊涂,4,,,,,,,,,,,
846,钱镜塘,镜塘平生珍赏,6,,,,,,,,,,,
847,钱君匋,钱氏,2,,,,,,,,,,,
848,宁斧成,一指禅,3,,,,,,,,,,,
849,杨绍和,绍和,2,,,,,,,,,,,
850,姚燮,姚燮印信,4,,,,,,1,,,,,
851,唐云,八壶精舍,4,,,,,,,,,,,
852,张善孖,虎痴,2,,,,,,,,,,,
853,赵少昂,少昂,2,,,,,,,,,,,
854,关良,关良,2,,,,,,,,,,,
855,钱君匋,钱豫堂,3,,,,,,,,,,,
856,汪亚尘,汪亚尘,3,,,,,,,,,,,
857,何海霞,何瀛,2,,,,,,,,,,,
858,汪士慎,富溪汪氏,4,,,,,,,,,,,
859,杨守敬,杨星吾日本访书之记,9,,,,,,,,,,,
860,马公愚,麹院荷风,4,,,,,,,,,,,
861,关山月,自有我在,4,,,,,,,,,,,
862,丁丙,甘泉书藏,4,,,,,,,,,,,
863,齐白石,百树梨花主人,6,,,,,,,,,,,
864,唐云,大石千万,4,,,,,,,,,,,
865,费丹旭,晓楼外史,4,,,,,,,,,,,
866,李可染,李可染,3,,,,,,,,,,,
867,毕泷,毕泷涧飞藏印,6,1,,,,,,,,,,
868,米万钟,米万钟字仲诏,6,,,,,,,,,,,
869,徐乃昌,徐乃昌读,4,,,,,,,,,,,
870,潘天寿,寿,1,,,,,,,,,,,
871,于希宁,长乐,2,,,,,,,,,,,
872,鲁迅,只有梅花是知己,7,,,,,,,,,,,
873,张伯英,勺道人英,4,,,,,,,,,,,
874,瞿秉冲,瞿秉冲印,4,1,,,,,,,,,,
875,米万钟,落霞孤雁齐飞秋水长天一色,12,,,,,,,,,,,
876,林则徐,河东节帅江左中丞,8,,,,,,,,,,,
877,潘天寿,鸡,1,,,,,,,,,,,
878,钟葆珩,葆珩私印,4,1,,,,1,,,,,,
879,赵之谦,赵撝叔,3,,,,,,,,,,,
880,钱君匋,君匋,2,,,,,,,,,,,
881,陈鸿寿,曾经沧海,4,,,,,,,,,,,
882,赵之谦,定光佛再世队落娑媻世界凡夫,13,,,,,,,,,,,
883,李盛铎,木斋审定,4,,,,,,,,,,,
884,谢稚柳,谢,1,,,,,,,,,,,
885,张复,张复私印,4,1,,,,1,,,,,,
886,宁斧成,闭门造车,4,,,,,,,,,,,
887,顾鹤庆,鹤庆私印,4,1,,,,1,,,,,,
888,马一浮,马一浮印,4,1,,,,,,,,,,
889,米万钟,米万钟字仲诏,6,,,,,,,,,,,
890,王芑孙,铁夫,2,,,,,,,,,,,
891,朱学勤,唐栖朱氏结一庐校藏经籍记,12,,,,,,,,,,,
892,法若真,黄山衲,3,,,,,,,,,,,
893,程正揆,程,1,,,,,,,,,,,
894,吴昌硕,鹤寿,2,,,,,,,,,,,
895,王腰,王禔印信,4,,,,,,1,,,,,
896,潘伯鹰,潘伯鹰,3,,,,,,,,,,,
897,袁克文,八经阁,3,,,,,,,,,,,
898,林则徐,肯使细故胸中留,7,,,,,,,,,,,
899,黎简,黎简印信,4,,,,,,1,,,,,
900,吴昌硕,石人子室,4,,,,,,,,,,,
901,陈元素,处廓先生,4,,,,,,,,,,,
902,孙星衍,孙星衍印,4,1,,,,,,,,,,
903,余任天,人间正道是沧桑,7,,,,,,,,,,,
904,张金吾,张月霄印,4,1,,,,,,,,,,
905,钱君匋,君匋印信,4,,,,,,1,,,,,
906,莫友芝,影山草堂,4,,,,,,,,,,,
907,徐光济,蓉初,2,,,,,,,,,,,
908,郭沫若,郭沫若,3,,,,,,,,,,,
909,张大千,大千,2,,,,,,,,,,,
910,高剑父,剑父,2,,,,,,,,,,,
911,顾廷龙,顾廷龙印,4,1,,,,,,,,,,
912,吴云,二百兰亭斋所藏书画印,10,1,,,,,,,,,1,
913,王世贞,王世贞印,4,1,,,,,,,,,,
914,陆治,陆生叔平,4,,,,,,,,,,,
915,赵叔孺,赵氏叔孺,4,,,,,,,,,,,
916,程嘉燧,孟阳,2,,,,,,,,,,,
917,岑槠,铜士,2,,,,,,,,,,,
918,叶德辉,叶德辉之章,5,,1,,1,,,,,,,
919,陆俨少,陆俨少印,4,1,,,,,,,,,,
920,岑槠,仲陶所藏,4,,,,,,,,,,,
921,王腰,罗江民,3,,,,,,,,,,,
922,陈元龙,陈元龙印,4,1,,,,,,,,,,
923,张大千,老弃敦煌,4,,,,,,,,,,,
924,陈淳,白阳山人,4,,,,,,,,,,,
925,顾廷龙,顾廷龙印,4,1,,,,,,,,,,
926,徐渭仁,随轩,2,,,,,,,,,,,
927,刘海粟,刘九,2,,,,,,,,,,,
928,黄慎,恭寿,2,,,,,,,,,,,
929,狄学耕,曼农平生真赏,6,,,,,,,,,,,
930,孔宪瑶,孔宪瑶藏,4,,,,,,,,,,,
931,潘奕隽,三松居士,4,,,,,,,,,,,
932,蒲华,蒲华印,3,1,,,,,,,,,,
933,董其昌,玄赏斋,3,,,,,,,,,,,
934,沈树镛,沈树镛,3,,,,,,,,,,,
935,陈洪绶,陈洪绶印,4,1,,,,,,,,,,
936,陆维钊,微昭,2,,,,,,,,,,,
937,钱君匋,钱君匋读书记,6,,,,,,,,,,,
938,王穉登,王穉登印,4,1,,,,,,,,,,
939,文从简,从简,2,,,,,,,,,,,
940,俞旦,伯惠读过,4,,,,,,,,,,,
941,朱彝尊,竹垞读本,4,,,,,,,,,,,
942,陈鸿寿,陈鸿寿,3,,,,,,,,,,,
943,黄士陵,士陵私印,4,1,,,,1,,,,,,
944,高剑父,仑之鈢,3,,,,,,,,,,,
945,胡润芝,剪雨裁烟,4,,,,,,,,,,,
946,叶德辉,焕份,2,,,,,,,,,,,
947,宫尔铎,南宫苗裔,4,,,,,,,,,,,
948,倪田,千乘,2,,,,,,,,,,,
949,高其佩,高其佩,3,,,,,,,,,,,
950,李可染,李,1,,,,,,,,,,,
951,范大冲,范伯子子受,5,,,,,,,,,,,
952,陈淳,淳父氏,3,,,,,,,,,,,
953,董邦达,董邦达,3,,,,,,,,,,,
954,傅抱石,抱石藏印,4,1,,,,,,,,,,
955,吴云,两罍轩,3,,,,,,,,,,,
956,王同愈,王同愈,3,,,,,,,,,,,
957,王铎,王铎之章,4,,1,,1,,,,,,,
958,榭稚柳,太华延秋,4,,,,,,,,,,,
959,陈率祖,怡亭,2,,,,,,,,,,,
960,吴大澂,清卿,2,,,,,,,,,,,
961,谢稚柳,谢稚之印信,5,,,,,,1,,,,,
962,钱谦益,钱谦益印,4,1,,,,,,,,,,
963,张大千,花花老子,4,,,,,,,,,,,
964,郭尚先,兰石,2,,,,,,,,,,,
965,齐白石,寄苹堂,3,,,,,,,,,,,
966,林则徐,解脱三昧,4,,,,,,,,,,,
967,吴滔,吴滔印信长寿,6,,,,,,,,,,,
968,宋文治,八十年代,4,,,,,,,,,,,
969,钱君匋,午斋,2,,,,,,,,,,,
970,黄胄,黄胄之印,4,1,,1,,,,,,,,
971,萧蜕庵,劲草庐主,4,,,,,,,,,,,
972,张大千,三千大千,4,,,,,,,,,,,
973,顾麟士,顾六,2,,,,,,,,,,,
974,高其佩,恪勤.,3,,,,,,,,,,,
975,陶湘,涉园氏,3,,,,,,,,,,,
976,潘天寿,宠为下,3,,,,,,,,,,,
977,齐白石,木人,2,,,,,,,,,,,
978,谢稚柳,鱼饮,2,,,,,,,,,,,
979,王同愈,王同愈印信,5,,,,,,1,,,,,
980,乔大壮,矜此轩,3,,,,,,,,,,,
981,榭稚柳,敦煌旧客,4,,,,,,,,,,,
982,朱屺瞻,梅花草堂,4,,,,,,,,,,,
983,应野平,野平,2,,,,,,,,,,,
984,谢稚柳,鱼饮,2,,,,,,,,,,,
985,蒋风白,风白印信,4,,,,,,1,,,,,
986,汪士钟,艺芸主人,4,,,,,,,,,,,
987,钱君匋,君匋私印,4,1,,,,1,,,,,,
988,陈元龙,陈广陵氏,4,,,,,,,,,,,
989,任预,任预,2,,,,,,,,,,,
990,寿石工,越人寿鈢章,5,,1,,,,,,,,,
991,汪亚尘,云隐楼,3,,,,,,,,,,,
992,黄丕烈,士礼居藏,4,,,,,,,,,,,
993,陈率祖,陈率祖印,4,1,,,,,,,,,,
994,吴湖帆,倩盦,2,,,,,,,,,,,
995,汪亚尘,亚尘,2,,,,,,,,,,,
996,郁松年,泰峰所藏善本,6,,,,,,,,,,,
997,弘仁,渐江,2,,,,,,,,,,,
998,舒同,舒同,2,,,,,,,,,,,
999,吴骞,臣骞,2,,,,,,,,,,,
1000,梅清,老梅,2,,,,,,,,,,,
1001,乔大壮,人间可哀,4,,,,,,,,,,,
1002,邹一桂,邹一桂字原褒,6,,,,,,,,,,,
1003,袁克文,三琴趣斋,4,,,,,,,,,,,
1004,石鲁,石鲁,2,,,,,,,,,,,
1005,陆时化,陆时化,3,,,,,,,,,,,
1006,狄学耕,狄氏种石轩印,6,1,,,,,,,,,,
1007,童大年,大年之印,4,1,,1,,,,,,,,
1008,王芑孙,惕甫借观,4,,,,,,,,,,,
1009,唐云,唐云,2,,,,,,,,,,,
1010,张伯英,东涯,2,,,,,,,,,,,
1011,陈衡恪,寒匏,2,,,,,,,,,,,
